code_depart,code_arrive,passengers
ATL,PBI,46989
ORD,OKC,6365
GCM,TPA,1443
BJI,MSP,1789
MCI,CLT,12147
EWR,YEG,1991
DTW,CUN,9859
MDW,SFO,6097
HOU,OKC,10468
MFE,DFW,12736
DEN,BZN,10988
DTW,OMA,2744
DFW,MOB,2968
LAS,MLI,1370
PHL,AMS,3214
MKE,LAS,10945
MIA,DEN,13628
ALB,EWR,3581
DTW,PVG,6453
LAS,CLT,23377
SDF,MIA,2043
DEN,TYS,1530
DTW,IND,8966
DFW,AMA,7539
IAH,GDL,8242
BTR,ATL,9631
LAS,MOT,2638
DEN,BIL,9325
SXM,JFK,11354
MIA,CCS,44585
SFO,ATL,36727
LGA,RIC,2950
PHL,ALB,6211
IPT,PHL,1755
ABE,SFB,2904
STL,CUN,4100
IAH,SNA,14608
ICT,DAL,3846
ARN,FLL,2203
SFO,SNA,31373
AVL,ORD,1161
MSP,FNT,1397
MCO,BHM,6346
DCA,JFK,9565
ELP,LAS,8795
FPO,FLL,2742
STT,FLL,3899
DAL,MCI,25111
TPA,DCA,18909
PHX,RNO,15242
LAX,PVU,1253
MGA,MIA,18186
GUM,CTS,1984
ORD,CLE,22406
KOA,YVR,5189
JFK,BUF,17253
LBB,AUS,1892
MOT,AZA,1560
BOS,BNA,2758
EWR,YYC,1624
FLL,TTN,1280
SEA,HNL,25110
JAX,TPA,1255
RNO,SFO,8366
PAH,ORD,1216
DTW,ERI,2958
MHT,ATL,2328
DEN,DTW,25957
SRQ,LGA,4479
YQB,EWR,2647
LAS,MKE,11124
AUS,DAL,28842
BOS,YYZ,1697
YUL,PHL,3910
JFK,SJO,7702
MCI,DTW,6552
CVG,BDL,1593
MSP,MLI,1141
JAX,ORF,1953
MDW,SMF,3518
IAH,MEM,6232
LAS,SCK,4268
OAK,PDX,20008
GRU,LAX,8742
BDL,MCO,16648
SAN,SJC,25945
BUF,JFK,16037
PHX,MCO,19841
IND,LGA,4148
MSP,DCA,19532
SEA,LHR,9123
IAH,BHM,5030
ROC,BOS,1809
ATW,DTW,4110
SFO,JAC,1160
ORD,TYS,5356
ICT,DEN,6240
BWI,LHR,4044
SAT,DFW,45864
AMS,MSP,15279
DCA,HSV,3052
BDL,MIA,6941
MBJ,ATL,15554
PHL,HVN,2698
MSP,ICT,3109
CLT,SJU,13392
YYZ,ORD,18467
ANC,CDB,1030
ORD,ASE,3617
DFW,CID,5698
BTV,DTW,3270
CID,LAS,1358
DEN,BMI,1926
LIH,SEA,6143
CLT,SAV,13603
PSC,MSP,1980
AMS,ATL,20511
MCO,BNA,12886
LSE,MSP,3645
RDU,MCO,11107
DTW,MEX,5773
LAS,GRR,1355
IND,SLC,3000
PIE,ABE,1635
AMS,IAH,11422
IAH,MLM,1003
LSE,ORD,2597
JFK,BTV,6870
FLL,MSP,13689
HPN,ORD,4312
SJC,NRT,3803
LBE,MCO,3800
SJU,BDL,6082
OAK,EUG,1144
MAN,MCO,8126
GDL,LAS,5014
SIT,KTN,2352
MCO,SDQ,7070
ATL,HSV,12347
SLC,SAT,4187
SAN,MEX,2102
OKC,DEN,21551
SMF,OGG,4290
AUA,IAD,1324
YEG,ORD,2551
BRW,ANC,1883
TUL,DAL,12310
SEA,ATL,28353
SFO,MFR,3595
JAN,ATL,13040
DTW,NGO,9573
HOU,DCA,5862
MCO,YWG,1458
ICN,ORD,12230
MIA,SDQ,19657
BOS,CAK,2209
BUR,DEN,8725
DFW,LRD,3856
EWR,STR,1591
LAX,TPA,2822
ORD,DUB,6308
YUL,FLL,29309
TUS,LAS,12165
STL,PHX,19583
TPA,ISP,3667
DFW,CLE,9286
DFW,SAN,37944
DFW,YVR,7733
FRA,MIA,14355
ANU,JFK,3060
LGA,PIT,10089
EWR,MKE,2974
IAH,LAX,57447
SVO,IAD,1434
BUF,PHL,6549
BOI,LWS,1406
ATL,STL,33037
MSP,GEG,7419
LGA,DTW,33420
ORD,EWR,38274
RSW,BOS,22598
SJU,MSP,2187
MUC,LAX,5282
YYZ,PIE,1265
RSW,CVG,4713
MSP,PSC,1656
ORD,MBJ,3984
LGA,JAX,5429
SPB,SSB,2988
DAY,DTW,3343
MBJ,PHL,5891
PGD,IAG,1653
SLP,DFW,2472
PIT,MDW,11298
SAN,LIH,1737
MIA,RDU,11117
LAX,BOS,32676
ORD,SUX,1625
ATL,EZE,5892
DFW,DEN,69856
SJC,LAS,26619
BOI,GEG,4270
DTW,FRA,9988
STL,MSY,5048
MSY,ORD,10427
SAT,MDW,4283
IDA,AZA,1684
TPA,BOS,10347
MIA,PTY,35662
MIA,FCO,6130
RDU,SFO,4250
MKE,MCO,12405
TVC,ORD,4045
MGM,CLT,1793
CAE,ORD,1851
IND,DTW,7675
SFB,ROA,1155
IAH,AMS,11908
SGF,PGD,1210
LAX,HND,10707
DEN,YUL,2035
MIA,UIO,12510
FLL,CPH,2380
CLT,JAX,23447
PTY,ORD,3545
BZN,ORD,2002
CLT,CHA,6403
IAH,TUL,9317
DFW,RSW,12082
FLL,TLC,1382
GFK,SFB,1392
PTY,TPA,1888
RSW,MKE,6604
ORD,MEX,16062
IAH,LAD,1546
MDW,GDL,2845
DTW,SYR,4592
MDW,ONT,3862
EWR,BWI,4319
CLE,ROC,1388
SAT,EWR,2637
HDN,DFW,3712
CSG,ATL,2035
BNA,MCO,11433
DCA,PIT,4886
MDW,ALB,6183
LAS,TUL,3729
AUS,DEN,24331
EWR,ANU,3632
IAH,YEG,7306
PHF,SFB,1223
SJC,DFW,16925
JFK,EZE,9681
SYR,LGA,4793
FPO,ATL,2037
CHA,DTW,1133
PWM,IAD,1534
SEA,STL,4064
OMA,MDW,11459
DEN,ASE,8639
GRK,ATL,2088
HPN,PBI,12737
OGG,KOA,8222
AUA,JFK,11051
FAT,LAX,7699
JED,JFK,4759
DTW,SAT,3664
IAD,COS,1301
BNE,LAX,12106
FRA,LAX,11180
XNA,MSP,1638
MCO,SJO,6534
DEN,MEX,4317
MIA,GGT,1818
TUS,SLC,3344
LAX,ASE,4175
SEA,MSO,5670
ONT,PHX,31056
IAD,SFO,36932
GDL,ORD,3154
FSM,ATL,2671
DFW,EVV,1325
MIA,SVO,2887
MDW,TUL,2571
SAN,STS,1592
DFW,BOG,2608
DTW,BGR,1155
ATL,BOS,48375
BUF,MSP,1259
PIE,MDT,1761
SJC,ATL,3310
ORD,ALO,1376
GYE,MIA,9597
OKC,DTW,1514
DTW,PHX,28439
MHK,AZA,1085
SLC,BUR,3211
GCN,BLD,1794
VGT,GCN,1230
BLA,MIA,3374
LIM,ATL,5856
STL,CLT,12827
MTY,DTW,2023
MTJ,LAX,1357
PHX,FLG,3506
IAH,MTY,9718
JFK,CMN,3822
PDX,RNO,4798
DUS,ORD,6098
PHF,CLT,7327
IAD,IST,7399
MIA,LIR,5915
LGB,JFK,6226
IAD,BDL,5033
AMM,ORD,4975
SEA,KTN,8161
LHR,CLT,4535
DFW,FSD,3530
SJC,SLC,5822
PIE,SBN,1597
DFW,TXK,2495
PHL,TLV,6025
MZT,DFW,1181
SFO,CUN,3406
BHM,MDW,3844
STT,IAD,1442
PSP,DEN,7689
PIA,DTW,2082
ALB,CLT,11118
DCA,BOS,45274
STL,PUJ,1013
FCO,JFK,12771
SWF,PIE,1391
HNL,HND,21603
MDW,RDU,7488
IAD,DAY,1971
BTV,IAD,3149
SKB,JFK,1079
DEN,SNA,33904
MIA,AMS,1308
PHL,MKE,5343
PIE,LEX,2076
BOS,LAS,5577
EWR,MBJ,1370
YYC,IAH,19086
BDL,EWR,2914
LAS,SHV,1363
SYR,ATL,7740
DEN,YWG,3271
SMF,JFK,2177
MSP,FSD,9743
LGA,CMH,7027
MIA,VKO,2785
BOI,PDX,11043
DEN,OKC,22766
MIA,BLA,4442
IND,MCO,11060
GRI,LAS,1472
MAR,MIA,4974
JFK,EGE,2579
SFO,FLL,15849
GTF,MSP,1922
MCO,POS,1274
DFW,EWR,24946
SLC,RNO,8946
CLT,PHF,7549
BOS,MSP,18511
IAD,SYR,3297
CLT,MDW,4531
FLL,OSL,2325
ATL,CSG,2252
DEN,SLC,64684
IAD,LGB,2692
YQR,DEN,2317
IAG,PGD,1680
CDG,SEA,4109
ATL,GNV,7981
SMF,IAH,9322
FAR,SLC,1522
AUA,ATL,6570
TUL,SFB,1221
ICN,DFW,12643
SMF,ATL,6869
PVD,BWI,22758
IAH,JAN,4881
PIT,ATL,30523
LAS,LHR,8296
IAH,IAD,12040
MDW,SLC,6219
BNA,LAX,17452
MIA,BGI,9934
MDW,GSP,3266
DTW,YYZ,7523
PIE,BGR,1501
GSP,IAD,2443
SGF,ATL,4927
ABE,PGD,1653
SLC,SJD,2072
LAS,SBN,1271
FRA,SEA,4658
SLC,SJC,6625
SAV,PHL,1292
IAH,PNS,4425
PHX,LIT,3469
PHL,YOW,2251
DAB,ATL,14820
CLT,CHO,7637
ATL,AGS,10077
DME,IAH,3337
SFO,DCA,6685
BRU,PHL,3494
LGA,GSP,1392
EWR,CLE,11433
MIA,MID,1100
SFB,MLI,1334
MCI,ATL,34199
PGD,ISP,1584
YHZ,EWR,3035
MSY,MKE,2422
AMS,PDX,4012
FLL,CTG,2969
ABQ,HOU,9292
CVG,SFO,2265
CLT,IAD,18949
SDF,PHL,2878
CHS,ORD,2599
AMS,SEA,7998
FRA,JFK,25345
FLL,DTW,36814
BIL,DEN,9756
CLT,ROA,8083
UVF,JFK,3666
ATW,ATL,3069
GRR,PIE,1863
BLI,OAK,1450
BOI,DEN,16618
LAX,IST,8886
MCO,MKE,12119
PSC,PDX,1920
SAN,IAD,11661
CAE,IAD,2685
MDW,SAT,5410
BGR,DCA,2097
MIA,CNF,8305
MCI,ORD,15530
ATL,ILM,6535
PHX,SBA,7129
EWR,PLS,2390
PGD,SPI,1458
MSP,HRL,4312
IND,PHL,8112
LAX,FAT,9206
ISP,MCO,10408
LAX,STL,14100
LGA,YOW,2038
MIA,DUS,7454
BLD,BLD,1593
PPG,HNL,1656
HNL,NRT,61898
JAX,DCA,6777
BDL,CVG,1867
GRU,ATL,7238
PHX,SBP,4518
OAK,SEA,32010
DEN,PHX,92473
FLL,HOU,7508
CAI,JFK,6289
DFW,JAX,12126
UVF,MIA,5114
PHX,ATL,45929
EWR,DTW,11882
AZA,BLI,2742
ATL,JFK,19884
HOU,DFW,10233
YYT,EWR,1006
CUN,MDW,4253
IAH,OKC,12198
MDT,DTW,4047
DTW,RSW,29448
EWR,GRU,6737
SJC,SEA,26050
SEA,FLL,4558
MSY,DFW,23937
SEA,SAN,24053
MTJ,DEN,4901
AUS,PHX,22343
GCM,ATL,4103
EWR,BUF,5041
SEA,PVR,5254
KEF,JFK,5066
PGD,DSM,1292
HTS,CLT,2818
PVG,SFO,17846
COS,DFW,12218
CAE,DFW,3095
POA,MIA,5647
GSO,ORD,2689
BNA,GSP,2656
ATL,LIM,5575
LIT,DTW,1028
PHX,YEG,12061
ACV,SFO,3403
FWA,DTW,4341
AUS,TPA,2414
DTW,GSO,2492
PVU,LAX,1314
LAS,MEM,1604
STL,OMA,8842
STL,LGA,15662
ORD,HDN,1125
GRR,ATL,8866
YOW,DTW,2288
EYW,MSY,3007
SFO,LAS,65048
BGR,PHL,5052
GCM,JFK,2501
TPA,BUF,4863
OAK,SNA,24173
ATL,PVD,7794
SFB,CHA,1326
FAT,PDX,2024
FRA,SFO,17938
IAH,GRR,1289
ATW,SFB,1436
DTW,NRT,7946
ATL,CZM,3160
LAX,PHX,72699
TUS,MSP,1991
HNL,LAS,25711
MDT,EWR,1464
IAD,AMS,8769
SAL,MCO,1360
IAD,LAX,41969
MDW,HOU,14256
DTW,YUL,4187
SAN,MIA,3695
LAS,TUS,13003
MIA,LIS,2955
ORD,IND,18389
EWR,HAM,2059
MSP,DFW,35416
GYE,JFK,11661
DFW,MTY,10002
JAX,IAH,4246
BFL,IAH,2739
PNS,CLT,5372
DFW,SLP,2127
YUL,DFW,3024
DEN,STL,26860
JAX,SJU,1938
MSY,PHL,4874
BNA,RDU,8314
DFW,MSP,32086
MIA,CUR,11868
CMH,MSP,6077
CLT,ATL,66862
IAH,LIR,8369
CLT,MYR,8872
LIS,EWR,6465
BQN,MCO,3834
MIA,SKB,5341
CLT,AGS,6785
ROC,MCO,3731
SAN,EWR,10275
SEA,KEF,3047
BWI,PVD,19810
SMF,SEA,23690
ONT,PDX,3640
BIS,LAS,1340
DEN,MOT,5594
STT,SJU,12662
BNA,JFK,1923
PIT,BWI,7573
CLT,SAT,8603
PIE,CHA,1328
ITO,OGG,5541
JFK,SXM,10783
AUH,JFK,8918
SLC,CPR,1774
AEX,ATL,4118
CLE,IND,2767
DFW,SPS,3203
BDL,FLL,11716
LAX,CDG,21045
MCO,ALB,6625
MDW,MHT,6874
NRT,BOS,4638
CAE,PHL,1860
PHL,MDT,4860
HSV,IAH,2824
ATL,LIR,4493
CTG,FLL,2537
BOS,SYR,1049
CLT,GCM,5153
SAT,TLC,1434
SJU,BOG,1328
SEA,IAH,26467
TPA,LAX,2969
SDF,PHX,2607
SEA,EAT,4094
MVD,MIA,6011
DFW,MCO,45903
PHX,DFW,60844
BOG,MCO,9550
PVD,CLT,15681
EGE,JFK,3086
SBY,PHL,2267
LGA,SYR,4939
CDG,LAX,20925
BZN,AZA,1507
LAX,GDL,36726
MCO,ATL,101621
GSP,PIE,2021
IAG,PIE,1413
CLT,TYS,11014
SEA,ONT,8175
PHX,LGB,10138
LIS,MIA,3109
MEX,IAH,32001
TYS,PHL,1404
DCA,PVD,7715
BOS,MUC,5123
IAD,MIA,11941
QRO,IAH,3860
CLE,LGA,9121
ATL,ASE,1185
BOS,PDL,1997
FLL,IND,3625
SYD,LAX,42454
JFK,LHR,97569
CLT,PDX,2221
HNL,ORD,10355
SLC,PSP,3051
HOU,JAN,5305
HYA,ACK,3835
MIA,BZE,5769
ATL,SLC,40842
DSM,LAS,6786
JFK,HNL,7160
PHX,MRY,3476
TUL,ORD,6138
LBE,DFW,1457
DFW,PBI,9999
IAH,QRO,3352
AMS,PHL,2376
LIR,ATL,4980
SFO,LGB,10771
YUL,JFK,3733
BMI,SFB,1371
MDW,OMA,12014
CLT,FRA,6955
ATL,ELP,5850
MSP,CWA,2759
BOG,FLL,15407
ABE,PIE,1865
DFW,IAH,38033
YUL,CLE,1357
MSP,YUL,1440
BOG,EWR,3218
PTY,BOS,3230
ILG,TPA,1242
GRR,LAS,1263
ROC,BWI,6194
HOU,TUL,6119
BOS,PHX,14652
MHT,CLT,2200
ICN,IAD,6250
SEA,YYZ,1634
DEN,GRR,5208
BWI,AUA,2456
SFO,RDD,1831
SYR,CLE,1466
CLT,CLE,18280
BDL,DCA,7692
BOS,BUF,6453
MSO,DEN,4352
LAS,SEA,44992
ABQ,SAN,5741
HMO,PHX,2380
MLI,ATL,4834
MSP,ATL,60337
DTW,STL,12773
PHX,AUS,20976
ORD,ABQ,3443
ICT,DFW,11200
CMH,STL,4634
SRQ,DCA,2427
YHZ,MCO,1749
YUL,ATL,5536
PIE,SGF,1478
OGG,SEA,16914
MKE,LAX,3325
DCA,YUL,3326
GEG,MSP,6775
FAT,LAS,5428
FLL,GSP,1384
ROC,IAD,4689
EWR,AUA,7586
LGA,FLL,58729
ANC,DEN,3723
PHF,ATL,5660
SJC,ONT,10377
MIA,TGU,4409
LAS,XNA,1326
EWR,CUN,9796
DFW,GPT,2882
SLC,HNL,7540
IND,FLL,3415
HNL,OGG,82949
CUN,CLE,2538
IAD,RIC,3268
BOS,AMS,7054
SNA,IAH,14584
BGR,SFB,1620
PLS,JFK,4639
MZT,PHX,4307
GRR,MCO,3813
HTS,PIE,1575
MAF,IAH,6739
SAN,AUS,6799
PHL,BWI,9553
DEN,JAC,6103
LGA,MSP,22730
IAD,PHX,4147
LAS,PSP,1157
MCI,LAX,10062
EWR,SLC,3612
BOS,HOU,7967
IAH,YVR,4291
HPN,ATL,7384
IAD,ABQ,1816
ZRH,EWR,8207
JFK,UVF,3252
ASE,SFO,1705
EWR,SYR,4081
BHM,HOU,4971
ATL,TPA,68853
ORD,MTY,1897
SLC,ABQ,5214
JFK,JNB,5805
LRM,MIA,1065
ANC,DLG,1082
MKE,DTW,13148
IAH,DOH,7281
GCM,PHL,1345
FLL,BQN,2083
SJU,TPA,11532
GDL,LAX,41121
BLI,AZA,2841
SAN,BOI,1768
PHL,ILM,1989
AZA,GFK,1287
SBP,SFO,3107
JFK,AUA,10932
DCA,MKE,6340
FLL,LIM,4218
LAS,FRA,2039
FLL,ALB,3161
ELP,AUS,4915
SFO,HND,3887
ORD,FLL,30955
MSP,RHI,1387
MCO,DFW,50699
DCA,STL,8468
PHX,BUR,24053
AUH,ORD,10852
DCA,CAE,1976
DEN,FSD,8830
PHL,PHF,2390
IAH,GRU,5045
PHL,YYZ,5049
DFW,GCK,2052
TUL,SLC,1131
ELP,ORD,3442
KOA,PHX,5264
MIA,LPB,4675
SLC,RDM,1872
BOS,STI,1878
SAV,CLT,13426
LAX,YUL,5368
LAX,YVR,30026
LAS,GRI,1475
PHX,BOI,9880
JFK,STI,25006
IAD,DXB,14775
MSY,CVG,1046
SFB,CID,1669
YYZ,BNA,1599
MKE,MSY,2570
LAS,PBG,1585
PWM,EWR,4377
IAH,HNL,7314
IAH,SJO,15060
BOS,YUL,3350
IAH,PEK,4593
ITO,LAX,2862
DTW,MSN,9897
STT,ATL,10140
HVN,PHL,2552
CLE,BOS,4481
JFK,DEL,8137
SEA,OAK,31225
ELM,SFB,1523
IAD,SAL,11554
SPN,PEK,2591
JFK,RIC,1914
SJO,IAH,15713
EWR,BTV,4919
KOA,OGG,9358
DEN,MIA,13686
SBA,PDX,1606
MIA,SSA,2518
MDE,JFK,2428
YYZ,LAS,19577
BOS,SEA,11761
PIE,SYR,1525
ICN,LAX,47026
PIT,RDU,2426
ORD,IAD,17460
GSP,MDW,3269
MBJ,MIA,9641
OKC,SFB,1137
ICT,ATL,7921
LAX,OGG,27874
MFR,DEN,1292
MSP,PVR,6720
IAH,TYS,2691
BOG,JFK,13482
MSY,BOS,1785
LAX,ITO,2615
YTZ,EWR,12013
SYR,PIE,1500
AUS,ELP,5731
SPN,NRT,9297
SFO,MRY,1895
RDU,FLL,5716
ATL,XNA,7124
GUM,ROR,1942
DEN,ISN,4518
DEN,DAY,5119
ORF,JAX,1613
ATL,MKE,29615
HNL,DEN,6418
YYC,ORD,5447
LAX,MEX,34096
SLC,YYC,2422
MCO,BDL,17361
ATL,AUS,29698
LGA,BGR,1843
IAH,DEN,59972
CLT,AUS,7870
CLT,CMH,14873
MCO,CVG,7819
PDX,HNL,11658
MCI,BWI,5621
SDF,DTW,4636
GPT,DFW,3036
IAH,LIM,4347
BNA,RSW,2303
MLI,LAS,1399
JFK,POS,11409
STX,MIA,6214
MCO,MSY,13199
DFW,LAW,3893
FLL,STT,3724
DAL,MSY,22859
OGG,LAX,32196
SMF,SAN,25628
LIR,ORD,1275
MEM,MIA,1026
DCA,MHT,5291
LGW,TPA,4727
MSP,RST,3493
YWG,LAS,2131
IAH,TGU,2813
BOG,SJU,1427
SMX,LAX,1134
YYZ,DEN,8074
YNG,PGD,1301
ATL,BZE,4211
MCO,MCI,8269
LCH,DFW,2014
PBI,CLT,21363
DFW,GRI,1914
RDU,IND,1053
RIC,DFW,8675
OAK,SLC,16840
MSP,SDF,3971
TLV,PHL,6809
EWR,ROC,4166
IAH,GIG,7440
AMS,JFK,23357
FWA,ORD,4931
SFO,DFW,55186
DEN,MFR,1182
SFO,SMF,4550
ROC,CLT,3762
CLT,ROC,3370
CMH,MDW,10920
YTZ,MDW,3611
IAD,STL,5361
MDW,PVD,6828
ATL,MSP,58024
GEO,JFK,5159
ATL,FPO,1521
LAS,ONT,17952
PHX,TUS,16864
MEM,CVG,1375
FLL,PVD,7798
YUL,MIA,12921
MDT,CLT,10240
FLL,ARN,2092
IAH,DCA,18367
CAK,PHL,2018
MIA,BDA,2942
DLH,LAS,1384
ABE,PHL,2697
ORD,OMA,12639
CVG,YYZ,1873
CLT,LEX,6670
EWR,LIS,6273
JAX,HOU,3465
IAH,DFW,39628
TPA,MCI,3831
SAN,HOU,8268
JFK,BOG,13819
MIA,GNV,1918
BWI,ROC,5970
YYC,OGG,6933
BWI,MHT,16788
VVI,MIA,4850
ALB,ATL,6783
DEN,LBB,1990
LIH,SAN,1929
LAS,OMA,6620
STT,EWR,3343
LIM,IAH,5039
GRU,ORD,6569
BRO,DFW,3393
TPA,MSY,9737
PIT,IAD,5596
HOU,MCO,14699
BNA,PNS,4023
ELP,PHX,21811
DCA,MSP,18013
DFW,MIA,45901
CRW,ATL,4955
MSP,ABR,2204
FLL,GRR,1197
HOU,MDW,13196
EWR,IAH,39504
MKE,LGA,11954
MDW,PIT,10798
EWR,MCO,52727
FNT,CLE,1928
OMA,DFW,16256
SFO,GUM,4200
GDL,SFO,6530
SLC,SUN,1820
LAX,MZT,3398
ABQ,OAK,5663
BJX,LAX,5585
SAT,MCO,5034
CMH,LAS,5291
FRA,PHL,9134
AUS,BWI,6918
GRU,DTW,5754
PHX,LAS,59409
MRY,SFO,2140
DFW,LFT,4439
IAH,VPS,2527
TPA,IND,6845
CHO,IAD,2040
LRD,DFW,3777
SFB,HTS,1284
MCO,MEM,7415
OGG,OAK,10095
JFK,VKO,4937
ABY,ATL,2296
DEN,COS,10143
PIE,GPT,2322
PIT,MIA,2444
SNA,DEN,32415
TPE,SFO,26273
LAX,AKL,23859
LAS,CMH,5452
AUS,SAN,6247
CLT,SAN,11284
ABI,DFW,6901
DTW,GRU,5927
GTF,SEA,2033
MUC,BOS,6078
SJD,SNA,2874
BOG,ATL,3937
EWR,DUB,4303
LHR,EWR,37564
CLT,SFO,25732
NAS,CLT,6840
ORD,ALB,4837
RDU,EWR,7131
CMH,DCA,6316
IAH,BOS,16710
YYZ,BOS,1854
LIT,BWI,2893
BWI,MEM,3094
IAH,MLU,1772
PHL,STL,10867
EWR,YTZ,13147
YYZ,CVG,1732
DEN,IDA,2936
DSM,ORD,12213
BOS,KEF,4265
SCE,ORD,1374
YUM,PHX,5409
YOW,FLL,4520
LGA,SRQ,4957
EWR,BRU,12209
DTW,AUS,4943
OGG,BLI,3364
DEN,BNA,19898
LAS,FCA,1177
GRK,DFW,8192
MFE,IAH,9063
MSP,PHL,20000
RDU,CLE,1262
DEN,SJO,2279
LIM,MIA,31664
JAN,DFW,7965
YUL,LAS,5852
TOL,PIE,1634
SFO,MMH,1078
LAS,FSD,2618
BWI,GSP,2575
SJD,IAH,7352
LAX,CLD,3514
SBN,PIE,1706
ONT,SJC,10796
SJO,FLL,12366
LAX,NRT,48510
YYZ,RDU,2033
MEX,MCO,7410
SLC,MSP,19550
PHL,AUA,2049
IAD,ZRH,4050
ROC,EWR,3645
DTW,BWI,19637
SAN,BOS,10496
RDU,LAX,6204
PNS,HOU,2422
PVD,IAD,3320
ORD,ANC,2385
CLE,BWI,9555
SFB,GPT,1309
MCO,SWF,2497
ATL,SNA,13861
GFK,LAS,1340
ONT,IAH,4227
BOI,ORD,1706
AVP,ATL,1830
IAH,DTW,17404
SEA,MCO,5924
BNA,SLC,2374
EWR,NAS,2517
ATL,STT,10123
PHX,BNA,7951
MDW,PHX,22378
MDE,MIA,9875
MSY,MSP,2872
MDW,PHL,12585
SDQ,ATL,4846
SJO,DFW,5335
JFK,PDX,6603
ORD,LAN,1836
MLB,ATL,12965
TPA,GCM,1193
DEN,CAK,3761
SEA,RDM,4071
SLC,AUS,4504
AZA,GUA,1002
MBJ,JFK,15862
TYS,SFB,2864
DEN,PDX,37297
MSP,XNA,1604
LAX,PVG,19635
DEN,SEA,53286
MCI,LAS,13687
BOS,IAD,17851
MKE,DFW,9120
MFE,LAS,3609
YYZ,PHL,3775
BNA,PHL,11032
DFW,DXB,7645
SFB,LEX,3227
JFK,PTY,10129
MSP,CLT,22036
IAH,GCM,2238
CLE,RSW,4507
STL,DFW,24586
BUR,LAS,27363
ORY,EWR,2965
MDT,SFB,1649
LAS,GJT,1205
BOS,PTY,2616
PPG,FGI,2182
MSP,BNA,6964
AMA,DAL,14112
SLC,DCA,7813
LAX,TPE,39257
LIH,PDX,2352
BOS,DTW,16454
NRT,DEN,5760
DFW,ACT,5113
ROC,MSP,1177
MSP,RSW,29504
MKE,MBJ,1032
ICN,ATL,12025
LAX,GJT,1061
BUF,DCA,2982
ACY,FLL,12918
SJO,LAX,5166
HOU,JAX,3527
BWI,CLT,36510
DCA,SRQ,2270
ATL,BNA,26086
COS,ATL,3609
IAH,MGA,7840
PHF,DEN,1119
MBJ,MDW,1838
EWR,NRT,6581
CLT,STT,5816
OGG,SFO,11863
SJU,IAD,2227
LAX,YYZ,18078
PGV,CLT,4191
SGF,LAS,1416
MSO,AZA,1311
FAR,DEN,6113
DFW,GSP,3793
FAT,SLC,2482
EDI,EWR,3619
IAD,ALB,3458
CUN,RFD,1102
PIT,DFW,11759
RST,MSP,3810
PHL,PIT,15817
DFW,SCL,5543
SFO,MEX,13144
SLC,CDG,3493
AZS,JFK,1150
ORD,LHR,32912
CDG,JFK,45120
SFO,MSY,2922
BLI,LAS,12832
PHX,BWI,15238
DFW,JAN,7699
EWR,LIR,1315
FLL,LAX,22032
BUF,BOS,6494
CVG,EWR,4664
SLC,BNA,2446
ATL,CHA,10108
DFW,DTW,29183
MQT,DTW,1941
GIG,MIA,17888
PSC,SFO,1668
GSP,DTW,3975
RFD,CUN,1176
BOS,SAN,10233
MIA,SCL,21423
KEF,SEA,3550
FAY,ATL,7170
DEN,ELP,3441
TUL,DTW,1473
BIS,MSP,8207
PIE,SWF,1437
TUS,ORD,5693
IAH,STL,6269
CLT,PUJ,6408
EYW,ATL,12992
STL,ORD,27217
CPH,ORD,4108
LAX,DXB,12705
MSO,SEA,5584
BTV,ORD,3602
AZA,GTF,1669
MIA,GRU,50638
EVV,ORD,3200
DEN,BHM,1175
JFK,DUS,5152
ATL,MDT,5723
DFW,PHL,38609
SGF,DEN,1962
SBN,ORD,3439
SEA,NRT,15509
BRU,IAD,9224
SAT,TPA,4066
DEN,GCC,1226
BOI,LAS,8266
TPE,HNL,5005
PHX,DRO,2232
ATL,GUA,7518
LAS,PDX,28112
DFW,BRO,3308
DFW,HNL,11991
CUN,CVG,1591
ABQ,SLC,5252
ATL,YUL,5920
SAN,DCA,3977
FLL,SDQ,7838
ATL,MLU,4076
IDA,LAS,1254
CLE,PHX,4028
MIA,SXM,8838
SJU,EIS,4784
LAS,PTY,6097
ORD,COU,1054
PDX,EUG,6319
KOA,SFO,11015
PHL,JAX,6024
PHL,JFK,2695
PDX,PSP,3765
DEN,DSM,11106
DEN,SDF,3781
DTW,BNA,15086
FUK,HNL,8690
AUA,BWI,2715
LAX,LAN,3242
ICT,ORD,5332
BOS,STT,4514
SWF,PHL,3408
MSN,DEN,8411
DFW,FRA,9454
MSP,CMH,6122
BWI,CHS,7575
ERI,DTW,3250
IAH,IST,6625
EUG,LAX,3360
LAS,ICT,5532
AUA,MCO,1216
RDU,LHR,4483
GSP,ORD,2661
PHX,PHL,32298
PEK,SPN,2592
GRR,STL,2583
BUF,RSW,2443
DFW,FWA,2114
LAS,MSO,1225
DTW,TTN,1331
CMH,PHX,11198
DCA,TPA,17961
MCI,SFO,3531
GUM,FUK,3366
RSW,CLT,24759
DEN,ORD,48995
MSP,YXE,3060
DTW,RIC,2927
MCO,FNT,3041
GJT,IAH,1161
CHS,DTW,1034
LAX,FRA,10842
YUL,DTW,4596
ORD,RNO,3026
PLS,PHL,1392
MSP,PDX,12358
PBG,LAS,1600
IND,ATL,34375
OMA,DTW,3156
LAX,MUC,4689
LFT,DFW,4778
CLT,XNA,3536
MSP,DAY,3229
SAT,CLT,8701
CAE,DCA,1778
